3.474483666044641539e-01,-2.738625838905959786e-01,-2.058074583233310495e+00
3.516128960995251740e-01,-2.758572654969964066e-01,-2.074294251368018482e+00
3.553627720368244258e-01,-2.774764327604483660e-01,-2.036275627109640052e+00
3.474483666044641539e-01,-2.738625838905959786e-01,-2.058074583233310495e+00
3.474483666044641539e-01,-2.738625838905959786e-01,-2.058074583233310495e+00
3.474483666044641539e-01,-2.738625838905959786e-01,-2.058074583233310495e+00
3.553627720368244258e-01,-2.774764327604483660e-01,-2.036275627109640052e+00
3.553627720368244258e-01,-2.774764327604483660e-01,-2.036275627109640052e+00
3.516128960995251740e-01,-2.758572654969964066e-01,-2.074294251368018482e+00
3.474483666044641539e-01,-2.738625838905959786e-01,-2.058074583233310495e+00
3.516128960995251740e-01,-2.758572654969964066e-01,-2.074294251368018482e+00
3.516128960995251740e-01,-2.758572654969964066e-01,-2.074294251368018482e+00
3.553627720368244258e-01,-2.774764327604483660e-01,-2.036275627109640052e+00
3.516128960995251740e-01,-2.758572654969964066e-01,-2.074294251368018482e+00
3.516128960995251740e-01,-2.758572654969964066e-01,-2.074294251368018482e+00
3.474483666044641539e-01,-2.738625838905959786e-01,-2.058074583233310495e+00
3.470392446989375435e-01,-2.735707827328623942e-01,-2.051674727136496568e+00
3.470392446989375435e-01,-2.735707827328623942e-01,-2.051674727136496568e+00
3.474483666044641539e-01,-2.738625838905959786e-01,-2.058074583233310495e+00
3.516128960995251740e-01,-2.758572654969964066e-01,-2.074294251368018482e+00
3.553627720368244258e-01,-2.774764327604483660e-01,-2.036275627109640052e+00
3.474483666044641539e-01,-2.738625838905959786e-01,-2.058074583233310495e+00
3.474483666044641539e-01,-2.738625838905959786e-01,-2.058074583233310495e+00
3.474483666044641539e-01,-2.738625838905959786e-01,-2.058074583233310495e+00
3.553627720368244258e-01,-2.774764327604483660e-01,-2.036275627109640052e+00
3.474483666044641539e-01,-2.738625838905959786e-01,-2.058074583233310495e+00
3.470392446989375435e-01,-2.735707827328623942e-01,-2.051674727136496568e+00
3.553627720368244258e-01,-2.774764327604483660e-01,-2.036275627109640052e+00
3.516128960995251740e-01,-2.758572654969964066e-01,-2.074294251368018482e+00
3.470392446989375435e-01,-2.735707827328623942e-01,-2.051674727136496568e+00
3.474483666044641539e-01,-2.738625838905959786e-01,-2.058074583233310495e+00
3.553627720368244258e-01,-2.774764327604483660e-01,-2.036275627109640052e+00
3.470392446989375435e-01,-2.735707827328623942e-01,-2.051674727136496568e+00
3.474483666044641539e-01,-2.738625838905959786e-01,-2.058074583233310495e+00
3.474483666044641539e-01,-2.738625838905959786e-01,-2.058074583233310495e+00
3.553627720368244258e-01,-2.774764327604483660e-01,-2.036275627109640052e+00
3.474483666044641539e-01,-2.738625838905959786e-01,-2.058074583233310495e+00
3.553627720368244258e-01,-2.774764327604483660e-01,-2.036275627109640052e+00
3.516128960995251740e-01,-2.758572654969964066e-01,-2.074294251368018482e+00
3.474483666044641539e-01,-2.738625838905959786e-01,-2.058074583233310495e+00
3.470392446989375435e-01,-2.735707827328623942e-01,-2.051674727136496568e+00
3.474483666044641539e-01,-2.738625838905959786e-01,-2.058074583233310495e+00
3.470392446989375435e-01,-2.735707827328623942e-01,-2.051674727136496568e+00
3.474483666044641539e-01,-2.738625838905959786e-01,-2.058074583233310495e+00
3.553627720368244258e-01,-2.774764327604483660e-01,-2.036275627109640052e+00
3.474483666044641539e-01,-2.738625838905959786e-01,-2.058074583233310495e+00
3.470392446989375435e-01,-2.735707827328623942e-01,-2.051674727136496568e+00
3.553627720368244258e-01,-2.774764327604483660e-01,-2.036275627109640052e+00
3.474483666044641539e-01,-2.738625838905959786e-01,-2.058074583233310495e+00
3.474483666044641539e-01,-2.738625838905959786e-01,-2.058074583233310495e+00
