motor_1_path_rad, motor_2_path_rad, time_motor_1, time_motor_2
0, 0, 1586567424.136558, 1586567424.139908
0.0, 0.0, 1586567424.161076, 1586567424.163155
0.01745329251994329, 0.01745329251994329, 1586567424.183892, 1586567424.186556
0.1047197551196598, 0.08726646259971648, 1586567424.207781, 1586567424.211151
0.2443460952792061, 0.2094395102393195, 1586567424.232394, 1586567424.234563
0.3839724354387525, 0.3141592653589793, 1586567424.260888, 1586567424.262904
0.5759586531581288, 0.4537856055185257, 1586567424.270761, 1586567424.272756
0.6457718232379019, 0.5061454830783556, 1586567424.280634, 1586567424.282682
0.7330382858376185, 0.5759586531581288, 1586567424.290822, 1586567424.297942
0.8028514559173916, 0.6632251157578452, 1586567424.305658, 1586567424.307692
0.9424777960769379, 0.715584993317675, 1586567424.315357, 1586567424.317381
1.012290966156711, 0.7853981633974483, 1586567424.324542, 1586567424.326821
1.082104136236484, 0.8377580409572781, 1586567424.333955, 1586567424.336634
1.169370598836201, 0.9075712110370514, 1586567424.344977, 1586567424.347076
1.256637061435917, 0.9773843811168245, 1586567424.353986, 1586567424.35657
1.343903524035634, 1.029744258676654, 1586567424.363754, 1586567424.365953
1.43116998663535, 1.099557428756428, 1586567424.373636, 1586567424.375985
1.500983156715123, 1.151917306316258, 1586567424.383728, 1586567424.385847
1.58824961931484, 1.221730476396031, 1586567424.39472, 1586567424.396981
1.675516081914556, 1.274090353955861, 1586567424.403928, 1586567424.406509
1.745329251994329, 1.343903524035634, 1586567424.413941, 1586567424.416478
1.815142422074103, 1.396263401595464, 1586567424.423965, 1586567424.426478
1.902408884673819, 1.448623279155294, 1586567424.433683, 1586567424.435814
1.972222054753592, 1.518436449235067, 1586567424.444579, 1586567424.446849
2.042035224833366, 1.570796326794897, 1586567424.453937, 1586567424.456411
2.129301687433082, 1.623156204354726, 1586567424.46385, 1586567424.46601
2.199114857512855, 1.675516081914556, 1586567424.473737, 1586567424.475851
2.268928027592628, 1.727875959474386, 1586567424.483564, 1586567424.485699
2.338741197672401, 1.780235837034216, 1586567424.493489, 1586567424.496721
2.408554367752175, 1.832595714594046, 1586567424.503842, 1586567424.506543
2.478367537831948, 1.884955592153876, 1586567424.513788, 1586567424.515914
2.548180707911721, 1.937315469713706, 1586567424.523675, 1586567424.525929
2.635447170511438, 2.007128639793479, 1586567424.533825, 1586567424.536521
2.705260340591211, 2.059488517353309, 1586567424.543948, 1586567424.547336
2.775073510670984, 2.111848394913139, 1586567424.554469, 1586567424.556718
2.844886680750757, 2.164208272472969, 1586567424.563813, 1586567424.565958
2.932153143350474, 2.216568150032799, 1586567424.573662, 1586567424.575811
3.001966313430247, 2.268928027592628, 1586567424.583598, 1586567424.585693
3.07177948351002, 2.321287905152458, 1586567424.59368, 1586567424.596951
3.141592653589793, 2.373647782712288, 1586567424.603915, 1586567424.606413
3.211405823669566, 2.426007660272118, 1586567424.613661, 1586567424.615825
3.28121899374934, 2.495820830351891, 1586567424.62362, 1586567424.625719
3.351032163829113, 2.548180707911721, 1586567424.633607, 1586567424.635726
3.438298626428829, 2.600540585471551, 1586567424.643498, 1586567424.645613
3.508111796508603, 2.652900463031381, 1586567424.653953, 1586567424.656523
3.577924966588375, 2.705260340591211, 1586567424.663719, 1586567424.665846
3.647738136668149, 2.757620218151041, 1586567424.673585, 1586567424.675817
3.735004599267865, 2.827433388230814, 1586567424.683748, 1586567424.685907
3.804817769347638, 2.879793265790644, 1586567424.699701, 1586567424.701986
3.892084231947355, 2.96705972839036, 1586567424.7099, 1586567424.712524
3.996803987067014, 3.01941960595019, 1586567424.71996, 1586567424.722432
4.066617157146788, 3.07177948351002, 1586567424.729986, 1586567424.732415
4.136430327226561, 3.12413936106985, 1586567424.739694, 1586567424.741706
4.206243497306335, 3.193952531149623, 1586567424.750885, 1586567424.752879
4.276056667386107, 3.246312408709453, 1586567424.760623, 1586567424.76258
4.363323129985823, 3.298672286269283, 1586567424.770693, 1586567424.772687
