robot_position_x, robot_position_y, robot_orientation
0.0, 0.0, 1.570796326794897
0.0, 0.0, 1.570796326794897
0.0, 0.04886921905584122, 1.570796326794897
-0.001094588902851512, 0.3176476950388514, 1.574868761716217
-0.005472762981742433, 0.5863927393993952, 1.587086066480177
-0.01383063324481584, 0.9283751570613674, 1.595230936322817
-0.02815730191634513, 1.367964730215836, 1.603375806165457
-0.0344249249136421, 1.538892123860854, 1.607448241086777
-0.045367183607962, 1.78299308914543, 1.615593110929418
-0.05372255896135433, 1.95383115486563, 1.619665545850738
-0.0632715593652313, 2.149074658545858, 1.619665545850738
-0.07490859928581107, 2.368678030257735, 1.623737980772058
-0.08743986067575504, 2.588232189984475, 1.627810415693378
-0.1026524802061701, 2.807616869878858, 1.640027720457338
-0.1161748086776502, 3.00262547422942, 1.640027720457338
-0.1296971371491302, 3.197634078579982, 1.640027720457338
-0.1448073192343165, 3.392526078250049, 1.648172590299978
-0.1626990262592807, 3.61170853280577, 1.652245025221299
-0.1814831887347226, 3.830816307212417, 1.656317460142619
-0.1967869825984015, 4.001172554205867, 1.660389895063939
-0.2127844123693135, 4.171465065013126, 1.664462329985259
-0.2342440128392668, 4.390327001203519, 1.668534764906579
-0.251627906987422, 4.560483567989998, 1.672607199827899
-0.2697046066114869, 4.73056792919648, 1.676679634749219
-0.2884738119147623, 4.900577264024303, 1.680752069670539
-0.3115061220139122, 5.0946924922511, 1.688896939513179
-0.3323509307506141, 5.264459835827672, 1.6929693744345
-0.3538869311822943, 5.43414088274135, 1.69704180935582
-0.3784995031042145, 5.628062079214127, 1.69704180935582
-0.400726338062696, 5.797654015355099, 1.70111424427714
-0.4236436389225168, 5.967154028091429, 1.70518667919846
-0.4472510256070422, 6.136559306315701, 1.70925911411978
-0.4715481065947694, 6.305867040491643, 1.7133315490411
-0.5008912486322579, 6.499129010763634, 1.72147641888374
-0.527254949050422, 6.668127271987165, 1.72554885380506
-0.5543066633697995, 6.837016767660219, 1.729621288726381
-0.5820459429457351, 7.005794696800623, 1.733693723647701
-0.6104723277305087, 7.174458260276508, 1.737766158569021
-0.6615566182768431, 7.463189304364216, 1.745911028411661
-0.6956128119743996, 7.655676667089356, 1.745911028411661
-0.7274674235249133, 7.823726483272775, 1.758128333175621
-0.763872693868358, 8.015783416053829, 1.758128333175621
-0.7964114113174931, 8.183702113235174, 1.762200768096941
-0.8351603244314518, 8.375299949523928, 1.770345637939582
-0.8796302912080083, 8.590668200712978, 1.774418072860902
-0.9148999224803354, 8.758034595506645, 1.778490507782222
-0.9508508481512992, 8.925255969558279, 1.782562942703542
-0.9874824719854647, 9.09232954955101, 1.786635377624862
-1.03545467630758, 9.306944854638544, 1.790707812546182
-1.073445862615213, 9.473714536413302, 1.794780247467502
-1.116864361252509, 9.664308458441596, 1.794780247467502
-1.155534389322469, 9.830922041097345, 1.798852682388823
-1.201278133727081, 10.02097129520241, 1.806997552231462
-1.248568270168939, 10.21064167278772, 1.815142422074103
-1.284035872500332, 10.3528944559767, 1.815142422074103
-1.326090264626211, 10.51868614786516, 1.819214856995423
-1.381027829861874, 10.73162493130143, 1.823287291916743
-1.424431163895636, 10.89706860023762, 1.827359726838063
-1.468507894726228, 11.06233414049209, 1.831432161759383
-1.51325729135415, 11.2274188111849, 1.835504596680703
-1.565934423482757, 11.41566420658344, 1.843649466523344
-1.612697320007753, 11.58018985353523, 1.847721901444664
-1.666140630322036, 11.76821916433729, 1.847721901444664
-1.721113625291201, 11.95580695435083, 1.855866771287304
-1.762343371518075, 12.09649779686099, 1.855866771287304
-1.818842404314005, 12.28363162178628, 1.864011641129944
-1.868945475254273, 12.44717103379045, 1.868084076051264
-1.919714132493802, 12.61050504873654, 1.872156510972584
-1.979253895767083, 12.79669373187117, 1.880301380815224
-2.03068729732276, 12.95981964091301, 1.876228945893904
-2.090984806070671, 13.14576430896467, 1.884373815736545
-2.14440727850114, 13.30824968195476, 1.888446250657864
-2.198491017211803, 13.47051614861807, 1.892518685579185
-2.261809382275515, 13.65545395920233, 1.900663555421825
-2.309298156073298, 13.79415731714054, 1.900663555421825
-2.374120698655053, 13.97857327933275, 1.908808425264465
-2.438943241236808, 14.16298924152497, 1.908808425264465
-2.531165474110906, 14.4154533519255, 1.921025730028425
-2.598236188928433, 14.59906361403498, 1.921025730028425
-2.657576849170983, 14.75948226331957, 1.925098164949746
-2.72688572520384, 14.9422594195539, 1.933243034792386
-2.788181791605068, 15.10194113184448, 1.937315469713706
-2.850127641301699, 15.26137189644679, 1.941387904635026
-2.930606419979768, 15.46602826147809, 1.945460339556346
-2.993848743447175, 15.62494920257384, 1.949532774477666
-3.057737735888319, 15.78361127630657, 1.953605209398986
-3.122272337723221, 15.94201185131287, 1.957677644320306
-3.197498165233233, 16.1224343665749, 1.965822514162947
-3.282953120943989, 16.32506336773172, 1.969894949084266
-3.350059350676617, 16.48239172158883, 1.973967384005587
-3.417805731652155, 16.6394454858259, 1.978039818926907
-3.495230167052771, 16.81893550209684, 1.978039818926907
-3.563615575717594, 16.97571207202379, 1.982112253848227
-3.632638877919991, 17.13220884754773, 1.986184688769547
-3.702298928928978, 17.28842323321608, 1.990257123690867
-3.772594573453278, 17.44435263825961, 1.994329558612188
-3.854381228922893, 17.62189742732744, 2.002474428454827
-3.92657661693103, 17.77695639335866, 2.006546863376148
-4.009085631797472, 17.95416664025148, 2.006546863376148
-4.081911886938742, 18.10893031027262, 2.010619298297468
-4.166579721863693, 18.28511931920101, 2.018764168140108
-4.241291289842728, 18.43898172073702, 2.022836603061428
-4.316628831172283, 18.59253858923444, 2.026909037982748
-4.404155378963628, 18.76732506631368, 2.035053907825389
-4.469800289807137, 18.89841492412312, 2.035053907825388
-4.557326837598484, 19.07320140120237, 2.035053907825389
-4.634534760852438, 19.2258264108932, 2.039126342746709
-4.724190143044271, 19.39953053169084, 2.047271212589349
-4.825847432993084, 19.59453529308297, 2.051343647510669
-4.882764426868544, 19.70264037796675, 2.055416082431989
-4.963063907116495, 19.85366173562262, 2.059488517353309
-5.0439777444437, 20.00435482745268, 2.063560952274629
-5.148797983339462, 20.19767781905785, 2.067633387195949
-5.243368059143814, 20.36875590035526, 2.075778257038589
-5.314295615997076, 20.49706446132832, 2.075778257038589
-5.397653360767029, 20.64641955291607, 2.079850691959909
-5.542632979371406, 20.9012844793966, 2.08799556180255
-5.640666731663815, 21.07040157654978, 2.096140431645189
-5.727048180515591, 21.2180284788765, 2.10021286656651
-5.81403011235259, 21.36530237517254, 2.10428530148783
-5.901611084605282, 21.51222082294405, 2.10835773640915
-6.001703624322642, 21.6801276203972, 2.10835773640915
-6.103160407934014, 21.84721361681007, 2.11650260625179
-6.218063843603613, 22.0347189821644, 2.12057504117311
-6.308026353487961, 22.18019132940477, 2.12464747609443
-6.398580542400994, 22.32529610488311, 2.12871991101575
-6.50207104401589, 22.4911301340012, 2.128719911015751
-6.606908794575239, 22.65611575517984, 2.13686478085839
-6.699228970561622, 22.80010340083793, 2.140937215779711
-6.818679270872412, 22.98474545271398, 2.145009650701031
-6.912169132332311, 23.1279763949036, 2.149082085622351
-7.006241515619885, 23.27082541904766, 2.153154520543671
-7.129426507552531, 23.45299709447469, 2.165371825307631
-7.224659244372691, 23.59507518157491, 2.161299390386311
-7.320469793653639, 23.7367642624626, 2.165371825307632
-7.416856566405849, 23.87806198726639, 2.169444260228951
-7.513817964083294, 24.01896601260546, 2.173516695150271
-7.625938894136527, 24.17909129537506, 2.181661564992912
-7.738059824189759, 24.33921657814465, 2.181661564992912
-7.836735410200431, 24.47892551029205, 2.185733999914232
-7.935979131919884, 24.61823143513227, 2.189806434835551
